id;price;name;url;ok0;x1;x2;y1;y2;ok;site
236;339;ЗУБР Ф32мм hex (33360-032z01) 33360-032z01;https://www.220-volt.ru/catalog-537151/?ref=nadavi&utm_source=nadavi&utm_medium=cpc&utm_campaign=rus&utm_term=537151&utm_content=o_54626-c_40-s_1-k_1360-p_1-i_0-d_3;2;1605.0;1731.0;840.0;895.0;1.0;220-volt.ru
237;6230;Asus Strix Soar;https://just.ru/goods/541443/zvukovaya_karta_pci_e_asus_strix_soar/?from=yandex_msk&utm_source=yandexmarket.nadavi&utm_medium=cpc&utm_term=541443&utm_content=541443&utm_campaign=nadavi&pr=rsey;1;1797.0;1944.0;899.0;942.0;1.0;just.ru
238;1190;A-Data Premier microSDXC UHS-I Class10 128 ГБ;https://cifro-market.com/karta-pamyati-microsd-128gb-a-data-class-10-uhs-i-a1-s-adapterom-ausdx128guicl10a1-ra1/nositeli-informacii/karty-pamyati-microsd?utm_source=nadavi&utm_medium=117&utm_campaign=71157954;1;1524.0;1613.0;707.0;738.0;1.0;cifro-market.com
239;21951;Icon Airflite;https://www.partner-moto.ru/product/item_icon_airflite_trumbull_motoshlem/m10361.html?utm_source=nadavi;1;1082.0;1301.0;896.0;953.0;1.0;partner-moto.ru
240;925;Обувь для борьбы, черный/белый 43 BoyBo УТ-00017005;https://www.getsport.ru/product/obuv-dlya-borby-chernyjbelyj-43/69411?utm_source=Nadavi&utm_medium=cpc;1;1501.0;1621.0;810.0;855.0;1.0;getsport.ru
241;5160;Thetford Porta Potti Qube 165;https://www.ozon.ru/context/detail/id/140779693/?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=msk_home_kci&utm_content=id_140779693%7Ccatid_14661;0;2227.0;2362.0;955.0;997.0;1.0;ozon.ru
242;169130;Analysis-Plus Big Bi-Silver Oval Bi-Wire 6 ft/1.8 m;https://www.audiomania.ru/acoustic_cable/analysis-plus/analysis-plus_big_silver_oval.html#2927;1;830.0;1230.0;1304.0;1359.0;1.0;audiomania.ru
243;550;ЯиГрушка Меч для девочки Сказочный патруль 59860;https://www.akusherstvo.ru/catalog/779473-mech-dlya-devochki-skazochnyj-patrul/?utm_source=Nadavi&utm_medium=cpc&utm_campaign=Nadavi_igrushechnoe-oruzhie&utm_content=Nadavi_yaigrushka&utm_term=779473x0x0;1;1715.0;1816.0;644.0;691.0;1.0;akusherstvo.ru
244;39990;Bosch DFR 067E51;https://housebt.ru/catalog/built-in_home_appliances/built-in_hoods/bosch_dfr067e51.html?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=158&utm_content=o_50588-c_40-s_1-k_216-p_3-i_0-d_3;0;1692.0;1843.0;1228.0;1265.0;1.0;housebt.ru
245;106;Метчик Сибртех М10 х 1, 5 мм комплект из 2 шт;https://instrumtorg.ru/product/metchik-sibrtekh-m10-kh-1-5-mm-komplekt-iz-2-sht/?utm_source=nadavi&utm_medium=cpc;1;1688.0;1768.0;627.0;664.0;1.0;instrumtorg.ru
246;6890;Bosch PST 900 PEL 06033A0220;https://www.holodilnik.ru/cottage_repair/fretsaws/bosch/pts_900_pel_06033a0220/?utm_source=nadavi&utm_medium=cpc&utm_campaign=nadavi_msk&aid=nadavi&utm_term=o_41690-c_40-s_1-k_348-p_3-i_0-d_3;1;949.0;1085.0;960.0;1001.0;1.0;holodilnik.ru
247;63;STAYER Круглая кисть Stayer 0141-35;https://goods.ru/catalog/details/kruglaya-kist-stayer-0141-35-100000392411/?merchantId=822&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;1;2035.0;2110.0;666.0;713.0;1.0;goods.ru
248;3402;Gimi Tris;https://www.top-shop.ru/product/963018-gimi-tris/?csu=general&cex=1546637&med=om&orig=mcn&vir=no&src=ru_gen_general_om_sa_nadavi_v1&referrer=nadavi_om_1546637&utm_source=nadavi.market&utm_medium=Off-Site_Merchandising&utm_campaign=ru_gen_general_om_sa_nadavi_v1_1546637&utm_content=855690_nadavixml_1546637;1;1986.0;2097.0;1157.0;1192.0;1.0;top-shop.ru
250;1350;Игровой набор Стрельба из лука DE 0369;https://www.ozon.ru/context/detail/id/154718409/?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=msk_kids_mp&utm_content=id_154718409%7Ccatid_7250;1;2229.0;2361.0;955.0;997.0;1.0;ozon.ru
251;129;Лоток горизонтальный Комус Ницца зелёный;https://www.komus.ru/katalog/kantstovary/lotki-i-nakopiteli-dlya-bumag/lotki-dlya-bumag/lotok-gorizontalnyj-komus-nitstsa-zel-nyj/p/988101/?utm_campaign=market-nadavi_msk-vse-op_z1-msk-ntr-ntm-v4&utm_source=market-nadavi-ndv-v4&utm_medium=cpc&utm_content=1349-o_80471-c_40-s_1-k_1288-p_1-i_0-d_3&utm_term=988101;1;1910.0;2016.0;863.0;909.0;1.0;komus.ru
252;37900;Atomic Redster G9 171 (2018/2019);https://goods.ru/catalog/details/gornye-lyzhi-atomic-2018-2019-redster-g9-x-12-tl-171-sm-100025504682/?merchantId=3148&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;2034.0;2250.0;716.0;763.0;1.0;goods.ru
253;999;Мешок детский надувной Demix DCS-210X;https://www.sportmaster.ru/product/10173823/?nomobile=1&city_id=0c5b2444-70a0-4932-980c-b4dc0d3f02b5&PRODUCT_ID=10173824&utm_campaign=e-katalog_magazilla_moscow&utm_source=e-katalog_magazilla&utm_medium=price&utm_term=10173824&utm_content=10173824;1;1236.0;1343.0;581.0;625.0;1.0;sportmaster.ru
254;1395;Степ-доска ATEMI APS01;https://www.getsport.ru/product/Step-doska-ATEMI-APS01/13441?utm_source=Nadavi&utm_medium=cpc;1;1474.0;1653.0;774.0;819.0;1.0;getsport.ru
255;894;Palisad Вилы садовые PALISAD 63802 1250 мм;https://goods.ru/catalog/details/vily-sadovye-palisad-63802-100023024361/?merchantId=3618&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;2035.0;2151.0;666.0;713.0;1.0;goods.ru
256;139;Kiyou jochugiku Саше против плесени и насекомых для платяных шкафов сменна;https://goods.ru/catalog/details/sashe-protiv-pleseni-i-nasekomyh-dlya-platyanyh-shkafov-smennaya-upakovka-2-sht-h-120-g-600000384448/?merchantId=520&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;1;2034.0;2137.0;746.0;793.0;1.0;goods.ru
257;11680;Gorenje IMC 1200 2 л;https://goods.ru/catalog/details/ledogenerator-gorenje-imc1200b-100023959293/?merchantId=1062&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;1;2034.0;2223.0;668.0;715.0;1.0;goods.ru
258;161;Premium House Полироль для мебели Premium House 500 мл;https://goods.ru/catalog/details/premium-house-polirol-dlya-mebeli-500-ml-100023872190/?merchantId=1743&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;1;2034.0;2120.0;716.0;763.0;1.0;goods.ru
259;1564;REXANT RX-002;https://www.komus.ru/katalog/tovary-dlya-dachi/elektrotovary/vyklyuchateli-i-rozetki/rozetki/rozetka-radioupravlyaemaya-pultom-rx-002-odin-pult-dve-rozetki-/p/1052791/?utm_campaign=market-nadavi_spb-vse-op_z1-spb-ntr-ntm-v4&utm_source=market-nadavi-ndv-v4&utm_medium=cpc&utm_content=1349-o_84659-c_40-s_1-k_1214-p_3-i_0-d_3&utm_term=1052791;1;1910.0;2073.0;901.0;947.0;1.0;komus.ru
260;78;Новогодняя сказка Елочная игрушка Новогодняя сказка Лошадка 11 см;https://goods.ru/catalog/details/elochnaya-igrushka-novogodnyaya-skazka-loshadka-11-sm-100023098456/?merchantId=1522&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;1;2034.0;2103.0;702.0;749.0;1.0;goods.ru
261;2600;Intex 54402;https://www.ozon.ru/context/detail/id/165150530/?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=msk_home_mp&utm_content=id_165150530%7Ccatid_14651;1;2228.0;2380.0;955.0;997.0;1.0;ozon.ru
262;3890;Endever AF-119;https://www.sebevdom.ru/products/117343-endever-af-119/?utm_source=nadavi&utm_medium=click&utm_campaign=s080-c327-msk&utm_content=v791-p117343;0;0.0;0.0;0.0;0.0;0.0;sebevdom.ru
263;11280;Tramp Anaconda 4 -местная;https://adrsport.ru/catalog/turizm/palatki/palatka_tramp_anaconda_v2/?r1=yandext&r2=&utm_source=nadavi;0;0.0;0.0;0.0;0.0;0.0;adrsport.ru
264;39990;Sony MHC-V72D;http://www.3dgalaxy.ru/muzykalnye-centry/mhc-v72d/?utm_source=Nadavi&utm_medium=cpc;2;0.0;0.0;0.0;0.0;2.0;3dgalaxy.ru
265;510;Nuppi GOLD 3 Сухая молочная смесь от 12 мес. 350 г;https://www.akusherstvo.ru/catalog/54271-nuppi-gold-3-suhaya-molochnaya-smes-ot-12-mes-350-g/?utm_source=Nadavi&utm_medium=cpc&utm_campaign=Nadavi_molochnye-smesi&utm_content=Nadavi_nuppi&utm_term=54271x0x0;1;1715.0;1816.0;643.0;691.0;1.0;akusherstvo.ru
266;3499;Kenwood kax950me (aw20011012) насадка;https://neftugansk.rbt.ru/cat/kuhonnaya_tehnika/aksessuary_dlya_myasorubok/kenwood_kax950me_aw20011012_nasadka/?utm_source=Nadavi&utm_medium=product&utm_term=587137&utm_campaign=nefteugansk&utm_content=kenwood_kax950me_aw20011012_nasadka&region=44;0;0.0;0.0;0.0;0.0;0.0;neftugansk.rbt.ru
267;6550;Elitech MS 1400/2E 181250;https://www.techport.ru/katalog/products/instrumenty/miksery/mikser-stroitelnyj-elitech-ms-1400?rc=yndv&city=RUS&utm_source=nadavi&utm_medium=referral&utm_term=636051-o_42746-c_40-s_1-k_650-p_3-i_0-d_3&utm_content=636051&utm_campaign=nadaviRUS;1;2051.0;2239.0;694.0;745.0;1.0;techport.ru
268;8990;Blue Microphones Yeti NANO;https://pguards.ru/catalog/usb-mikrofony/blue-yeti-nano-shadow-grey/?utm_source=Nadavi&utm_medium=cpc;1;1900.0;2009.0;830.0;862.0;1.0;pguards.ru
269;140000;Liebherr CBNPbe 5758 бежевый;https://xn----ctbjbpanmlzz1b4i.com/p405927921-holodilnik-liebherr-cbnpbe.html?utm_source=nadavi;1;1464.0;1635.0;865.0;900.0;1.0;xn----ctbjbpanmlzz1b4i.com
270;4252;MikroTik hAP ac2;https://www.pcplanet.ru/product/301424?utm_source=nadavi&utm_medium=cpc;1;2227.0;2308.0;680.0;703.0;1.0;pcplanet.ru
271;3240;Redmond RT-M403;https://housebt.ru/catalog/small_household_appliances/kitchen_appliances/toasters/redmond_rt_m403.html?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=225&utm_content=o_50588-c_40-s_1-k_102-p_3-i_0-d_3;1;1706.0;1829.0;1228.0;1265.0;1.0;housebt.ru
272;3700;Atlas Equator HDMI Active 1 m;https://www.audiomania.ru/cable_hdmi/atlas/atlas_equator_hdmi_active.html#55285;1;826.0;1024.0;1200.0;1255.0;1.0;audiomania.ru
273;6429;Resanta SAI-220;https://kyzma.store/products/svarochnyj-apparat-invertornyj-sai-220-resanta?utm_source=nadavi;1;1126.0;1225.0;651.0;678.0;1.0;kyzma.store
274;20319;Metabo KGS 254 M 602540000;https://polus.su/pily-tortsovochnye/metabo/tortsovochnaya-pila-kgs-254-m-1800vt-4500ob-min-d-254mm?utm_medium=cpc&utm_source=nadavi.ru&utm_campaign=nadavi;0;0.0;0.0;0.0;0.0;2.0;polus.su
275;3190;B.Well WN-112K;https://www.med-tehnik.ru/catalog/ingalyatory/kompressornye_ingalyatory/ingalyator_b_well_wn_112_k_new_kompressornyy.html?utm_source=nadavi;0;1752.0;1880.0;1006.0;1044.0;1.0;med-tehnik.ru
276;3899;Bort BHD-1000-Turbo;https://www.pleer.ru/product_258384_Bort_BHD_1000_TURBO.html?utm_source=nadavi.ru&utm_content=normal;0;0.0;0.0;0.0;0.0;0.0;pleer.ru
277;3290;Omron NE-C21;https://www.med-magazin.ru/shop/product/Ingalyator_kompressornyy_OMRON_C21Basic_/?utm_source=Nadavi&utm_medium=cpc&utm_term=56119&utm_content=2473&utm_campaign=market;0;2118.0;2271.0;772.0;819.0;1.0;med-magazin.ru
278;180;Наволочка 40х60 Фея, желтый;https://baby-products.ru/catalog/postelnoe_bele/navolochka_40kh60_feya_zheltyy/?utm_source=Nadavi&utm_medium=cpc;0;2039.0;2118.0;668.0;707.0;1.0;baby-products.ru
279;59125;Synology DS1019+ ОЗУ 8 ГБ;https://www.pcplanet.ru/product/238369?utm_source=nadavi&utm_medium=cpc;0;2228.0;2321.0;680.0;703.0;1.0;pcplanet.ru
281;17990;"Samsung UE-32N5300 32 "",https://www.ozon.ru/context/detail/id/147047389/?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=msk_electronics_kci&utm_content=id_147047389%7Ccatid_15528,0
282,1906,Hammer 367026 900 мм 2 кг""";https://www.ozon.ru/context/detail/id/150394186/?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=msk_overhaul&utm_content=id_150394186%7Ccatid_9907;0;2232.0;2395.0;1005.0;1047.0;1.0;ozon.ru
283;15173;Hikvision HiWatch DS-H208UP;https://wtmarket.ru/catalog/sredstva-kontrolya-i-bezopasnosti/sistemy-videonablyudeniya-svn/videoregistratory-svn/6516/?utm_source=Nadavi;0;1465.0;1622.0;998.0;1036.0;1.0;wtmarket.ru
284;1999;Jabra Talk 2;https://shop.mts.ru/product/garnitura-jabra-talk2-bluetooth-black?utm_source=nadavi&utm_content=270537&utm_medium=cpc&utm_campaign=mgc_nadavi_ufa&utm_term=pp_%5Bcategory_id%5D&loc_code=02000000100000000000000000;0;1574.0;1731.0;905.0;963.0;1.0;shop.mts.ru
285;170;Roomaif Капа RM-170S single;https://goods.ru/catalog/details/kapa-rm-170s-single-600000697313/?merchantId=794&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;0.0;0.0;0.0;0.0;3.0;goods.ru
286;7300;Chicco Polly Easy;https://www.akusherstvo.ru/catalog/493561-polly-easy/?utm_source=Nadavi&picture_id=1041151&utm_medium=cpc&utm_campaign=Nadavi_stulchiki-dlya-kormleniya&utm_content=Nadavi_chicco&utm_term=493561x1041151x0;0;0.0;0.0;0.0;0.0;2.0;akusherstvo.ru
287;21390;Водоналивной манекен для бокса Centurion Boxing Punching Man-Medium;https://perfect-trainers.ru/goods/maneken-dlya-boksa-tls-b?utm_source=Nadavi&utm_medium=cpc;0;1482.0;1636.0;991.0;1029.0;1.0;perfect-trainers.ru
288;450;Стакан KingCamp Foldable Mug I 3002;https://fonarik-market.ru/stakan-kingcamp-foldable-mug-i-3002/?utm_source=nadavi&utm_medium=cpc;0;1981.0;2060.0;901.0;936.0;1.0;fonarik-market.ru
289;127410;BERNINA Artista 200;https://onpointshop.ru/shvejno-vyshivalnye-mashiny/bernina-3/shvejno-vyshivalnaya-mashina-bernina-artista-200-2083.html;0;1378.0;1549.0;689.0;724.0;1.0;onpointshop.ru
290;740;5bites Кримпер 5bites LY-T2008R;https://goods.ru/catalog/details/krimper-5bites-ly-t2008r-100023799140/?merchantId=1022&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;2034.0;2145.0;666.0;713.0;1.0;goods.ru
291;5273;Kv.Rezac арт. 15935096, белый;https://www.techport.ru/katalog/products/sportivnye-tovary/komandnye-vidy-sporta/volejbol/aksessuary/setka-volejbolnaja-kvrezac-art-15935096?rc=yndv&city=RUS&utm_source=nadavi&utm_medium=referral&utm_term=241116-o_42746-c_40-s_1-k_1000-p_1-i_0-d_3&utm_content=241116&utm_campaign=nadaviRUS;0;2051.0;2226.0;794.0;845.0;1.0;techport.ru
292;80;Sturm! Скобы для электростеплера Sturm! 1071-03-14;https://goods.ru/catalog/details/skoby-dlya-elektrosteplera-sturm-1071-03-14-100000079877/?merchantId=2944&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;0.0;0.0;0.0;0.0;2.0;goods.ru
293;1496;Zippo Зажигалка Zippo 193224130 Satin Chrome;https://goods.ru/catalog/details/zazhigalka-zippo-193224130-satin-chrome-600001008508/?merchantId=1392&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;2034.0;2195.0;666.0;713.0;1.0;goods.ru
294;67;Samick LP/TL/GD - Струнодержатель нижний для эл.гит. типа Les Paul, Gold.;https://neopix.ru/goods/Samick-LP-TL-GD-Strunoderzhatel-nizhnij-dlya-jel-git-tipa-Les-Paul-Gold?utm_source=Nadavi;0;1738.0;1788.0;991.0;1018.0;1.0;neopix.ru
295;7640;Thule Yepp Mini;https://goods.ru/catalog/details/velokreslo-thule-yepp-mini-12020101-100025541472/?merchantId=1837&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;2034.0;2206.0;702.0;749.0;1.0;goods.ru
296;4455;Krause 130877 70 см;https://topcomputer.ru/tovary/778592/?r1=nadavi&utm_source=nadavi.ru&utm_medium=cpc;0;2377.0;2493.0;971.0;1006.0;1.0;topcomputer.ru
297;14589;ThrustMaster TMX Force Feedback Pro;https://www.pleer.ru/product_438319_Igrovoy_rul_Thrustmaster_TMX_FFB_EU_PRO_Version_XBOX_OnePC_THR58_4460143.html?utm_source=nadavi.ru&utm_content=normal;0;0.0;0.0;0.0;0.0;0.0;pleer.ru
298;2270;Cougar STE STE500;https://elektro-park.ru/goods/cougar-ste-500-art5810869/?utm_source=nadavi&utm_content=5810869&utm_medium=cpc&utm_term=5810869&utm_campaign=pricelist;0;2111.0;2228.0;665.0;701.0;1.0;elektro-park.ru
299;627;Вилка TE-Plus с разгрузкой натяжения кабеля Bals 21238 230 В 16 А 3 полюса;https://7ft.ru/t99986/?utm_source=Nadavi&utm_medium=cpc;0;2657.0;2712.0;1289.0;1314.0;2.0;7ft.ru
301;2770;Stanley 1-83-069 70 мм;https://www.holodilnik.ru/cottage_repair/bench_tool/stanley/1_83_069/?utm_source=nadavi&utm_medium=cpc&utm_campaign=nadavi_msk&aid=nadavi&utm_term=o_41690-c_40-s_1-k_674-p_3-i_0-d_3;0;950.0;1081.0;1572.0;1613.0;1.0;holodilnik.ru
302;700;Balvi Воронка для бутылки Gelato магнитная 2645 Шоколад;https://www.akusherstvo.ru/catalog/729881-voronka-dlya-butylki-gelato-magnitnaya/?utm_source=Nadavi&picture_id=1652424&utm_medium=cpc&utm_campaign=Nadavi_aksessuary-dlya-butylochek-i-poilnikov&utm_content=Nadavi_balvi&utm_term=729881x1652424x0;0;0.0;0.0;0.0;0.0;4.0;akusherstvo.ru
303;72;Invotone IPC1760RN - Колоночный плоский, красно-черный кабель, 2х1,5мм2;https://neopix.ru/goods/Invotone-IPC1760RN-Kolonochnyj-ploskij-krasno-chernyj-kabel-2h1-5mm2-pr-vo-Italiya?utm_source=Nadavi;0;1737.0;1786.0;1035.0;1062.0;1.0;neopix.ru
304;75163;Аксессуар для ноутбука SSD Getac 512GB REMOVABLE GSR3X4;https://wtmarket.ru/catalog/pc/laptop-accessories/other-laptop-parts/17153/?utm_source=Nadavi;0;1463.0;1622.0;856.0;894.0;1.0;wtmarket.ru
305;64;Harper SP-GL GAL A7;https://www.holodilnik.ru/digital_tech/protect_layers/harper/sp_gl_gal_a7/?utm_source=nadavi&utm_medium=cpc&utm_campaign=nadavi_msk&aid=nadavi&utm_term=o_41690-c_40-s_1-k_448-p_1-i_0-d_3;0;949.0;1009.0;1028.0;1069.0;1.0;holodilnik.ru
307;241;Польза 0803;https://www.dobrota.ru/product/nakolennik-0803-hlopok-polza/variation/35567/?utm_source=e-katalog&utm_term=35567;0;1692.0;1798.0;897.0;944.0;1.0;dobrota.ru
308;31984;GNU T2B 155 (2019/2020);https://epicboardshop.ru/catalog/snoubord/snoubordy/snoubord_gnu_asym_t2b_c2e_2020/;0;2036.0;2146.0;456.0;482.0;1.0;epicboardshop.ru
309;1740;Bosch MSM 66110;https://spb.premier-techno.ru/catalog/miksery_blendery/bosch_msm_66110/?utm_source=NadaviSpb&utm_term=11359;0;1564.0;1752.0;896.0;955.0;1.0;spb.premier-techno.ru
310;4030;Bosch TR 12;https://proclimatgroup.ru/catalog/Bosch-TR-12/?utm_source=Nadavi&utm_medium=cpc;0;1463.0;1592.0;770.0;808.0;1.0;proclimatgroup.ru
312;440;Gembird Термопаста Gembird GF31 1,5 г;https://goods.ru/catalog/details/termopasta-gembird-gf31-100024249754/?merchantId=2960&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;2034.0;2156.0;716.0;763.0;1.0;goods.ru
313;8200;Lionelo Simon;https://www.akusherstvo.ru/catalog/558891-lo-simon/?utm_source=Nadavi&picture_id=1442325&utm_medium=cpc&utm_campaign=Nadavi_manezhi&utm_content=Nadavi_lionelo&utm_term=558891x1442325x0;0;0.0;0.0;0.0;0.0;4.0;akusherstvo.ru
314;7996;MOUSSON Prometeo Q 8 VBR;https://elecity.ru/item/297935-mangal-mousson-prometeo-q-8-vbr/?utm_source=Nadavi&utm_medium=cpc;0;1046.0;1193.0;1226.0;1275.0;1.0;elecity.ru
315;480;Крестики и иконки SOKOLOV 95120107s;https://www.alltime.ru/jewellary/sokolov/95120107_s/365971/?utm_source=nadavi&utm_medium=price&utm_campaign=nadavi&utm_term=%7Buid%7D;0;1580.0;1673.0;981.0;1016.0;1.0;alltime.ru
316;979;Ballu BMT-1;https://abc.ru/catalog/termoregulator-ballu-bmt-1-272625.html?utm_source=Nadavi&utm_medium=cpc;0;2230.0;2318.0;772.0;806.0;1.0;abc.ru
317;71;Snowmen Гирлянда новогодняя Snowmen Е91068 Серебристый Е91068;https://goods.ru/catalog/details/novogodnyaya-girlyanda-zerkalnaya-seriya-cep-iz-snezhinok-12-m-snowmen-100024386031/?merchantId=1522&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;0;2034.0;2087.0;702.0;748.0;1.0;goods.ru
318;158;Robiton 2xAA 2850 mAh;https://zbat.ru/akkumuljatory/r6-aa/robiton_zh/akkumulyator-robiton-2850-mh-aa-bl2/?utm_source=Nadavi&utm_medium=cpc;0;2178.0;2254.0;1037.0;1072.0;1.0;zbat.ru
320;3395;Замок капота StarLine L11 (Замок капота Старлайн Л11);https://www.securitymag.ru/catalog/item/zamok_kapota_starline_l11/?utm_source=Nadavi&utm_medium=cpc;0;0.0;0.0;0.0;0.0;0.0;securitymag.ru
321;180;Green Glade Аккумулятор холода 750СС;https://goods.ru/catalog/details/akkumulyator-holoda-750ss-100023047431/?merchantId=347&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;2034.0;2140.0;666.0;713.0;1.0;goods.ru
322;895;HP 650 CZ101AE;https://www.1digital.ru/catalog/hp-struynye-kartridzhi/kartridzh-hp-cz101ae-650-chernyy-dlya-dj-ia-1515-2515-2545-2645-3115-3545-4515-4545-4645/?r1=yandext&r2=&utm_source=Nadavi;0;322.0;412.0;1349.0;1395.0;1.0;1digital.ru
323;24490;Yamaha NP-S303;https://www.audiomania.ru/setevoy_proigryvatel/yamaha/yamaha_np-s303.html#62989;0;828.0;1070.0;1290.0;1345.0;1.0;audiomania.ru
324;4450;Baofeng GT-3;http://radiotone.ru/products/baofeng-gt-3-mark-ii-?utm_source=nadavi&utm_medium=cpc;0;0.0;0.0;0.0;0.0;0.0;radiotone.ru
325;485;Makroflex Shaketec pro Всесезонная тов-009837;https://www.220-volt.ru/catalog-238207/?ref=nadavi&utm_source=nadavi&utm_medium=cpc&utm_campaign=rus&utm_term=238207&utm_content=o_54626-c_40-s_1-k_1351-p_1-i_0-d_3;0;0.0;0.0;0.0;0.0;0.0;220-volt.ru
326;3090;Bomann AKS 713;https://www.mvideo.ru/products/pylesos-akkumulyatornyi-bomann-aks-713-cb-607139-20042244?cityId=CityCZ_2534&utm_source=ipr_pp_nadavi_gorod&utm_medium=cpc&utm_campaign=ipr_nadavi_ufa&utm_term=20042244_5&utm_content=o_55461-c_40-s_1-k_90-p_3-i_0-d_3;0;1821.0;1973.0;1003.0;1045.0;1.0;mvideo.ru
327;1380;Novatek-Electro RN-116;https://www.holodilnik.ru/audio_video/electrical_filters/volt_control/rn_116/?utm_source=nadavi&utm_medium=cpc&utm_campaign=nadavi_msk&aid=nadavi&utm_term=o_41690-c_40-s_1-k_974-p_1-i_0-d_3;0;950.0;1080.0;1060.0;1101.0;1.0;holodilnik.ru
328;79990;ProXima Maximus;https://zevsfitness.ru/product/proxima-maximus-2?utm_source=nadavi&utm_medium=cpc;0;1278.0;1439.0;1349.0;1378.0;1.0;zevsfitness.ru
329;7900;Tech Team Brock 2020;https://rollexpo.ru/products/trick-extreme-scooter-samokat-techteam-brock-neo-chrome;0;1883.0;1959.0;959.0;987.0;1.0;rollexpo.ru
330;3790;Electrolux EFF-1004i;https://www.mvideo.ru/products/ventilyator-napolnyi-electrolux-eff-1004i-20061780?cityId=CityCZ_2534&utm_source=ipr_pp_nadavi_gorod&utm_medium=cpc&utm_campaign=ipr_nadavi_ufa&utm_term=20061780_5&utm_content=o_55461-c_40-s_1-k_72-p_3-i_0-d_3;0;1821.0;1963.0;931.0;973.0;1.0;mvideo.ru
331;160;ABRO Клей эпоксидный ABRO 57г 57г ES-507;https://goods.ru/catalog/details/kley-epoksidnyy-abro-57g-57g-es-507-100023281942/?merchantId=1527&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;2034.0;2142.0;716.0;763.0;1.0;goods.ru
332;1000;Броши Darvin 927021136AA;https://www.alltime.ru/jewellary/darvin/927021136AA/459351/?utm_source=nadavi&utm_medium=price&utm_campaign=nadavi&utm_term=%7Buid%7D;0;0.0;0.0;0.0;0.0;2.0;alltime.ru
333;119;КОМФ-ОРТ К-80-07;https://www.dobrota.ru/product/k-80-07_as_bandazh-shejnogo-otdela-myagkij-dlya-mladencev-asimmetrichnyj/?utm_source=e-katalog&utm_term=580;0;1694.0;1798.0;919.0;966.0;1.0;dobrota.ru
334;2199;Microsoft Xbox 360 Wireless Controller;https://sankt-peterburg.ltmix.ru/djoystik-dlya-microsoft-xbox-360-besprovodnoy-zolotoy-hrom?utm_source=Nadavi&utm_medium=cpc;0;1555.0;1660.0;1459.0;1494.0;1.0;sankt-peterburg.ltmix.ru
335;98548;Комплект для сборки фотокниг OPUS Multicrease 52;https://www.office-world.ru/catalog/printing-equipment/creasing_machines/opus-multicrease-52-set/?utm_source=Nadavi&utm_medium=cpc;0;0.0;0.0;0.0;0.0;0.0;office-world.ru
336;6640;Zubr ZR-1300-110;https://www.bigtool.ru/catalog/instrument/rubanki/rubanok-zubr-zr-1300-110/?utm_source=nadavi&utm_term=18618;0;0.0;0.0;0.0;0.0;2.0;bigtool.ru
337;43290;Мебель-Неман Астория МН-218-10;https://www.mebelion.ru/catalog/NEM_MH-218-10.html?utm_source=nadavi&utm_medium=cpc&utm_term=NEM_MH-218-10&utm_content=NEM_MH-218-10&utm_campaign=mebel|stoly-i-podstavki|tualetnye-stoly-i-tryumo|tryumo;0;1757.0;1937.0;564.0;609.0;1.0;mebelion.ru
338;60;Перманентный маркер Edding E-370 зеленый, круглый наконечник 1 мм {E-370#4;https://tze1.ru/catalog/markirovka/ruchnaya-markirovka/markery/permanentnyy-marker-kruglyy-nakonechnik-1-mm-zelenyy-10-sht-up/?utm_source=nadavi&utm_term=84138&utm_medium=cpc;0;2133.0;2323.0;788.0;839.0;1.0;tze1.ru
339;67;Mikado Крючки рыболовные Mikado Sensual Champion №18, никель;https://goods.ru/catalog/details/kryuchki-rybolovnye-mikado-sensual-champion-18-nikel-100024729737/?merchantId=2965&utm_source=nadavi&utm_medium=pricelist_regions&utm_campaign=cpc;0;2035.0;2106.0;716.0;763.0;1.0;goods.ru
